id,mean_dist_day,mean_over_speed,cluster_value
3.42E+09,43.89,5,2
3.42E+09,57.82,7,2
3.42E+09,50.96,3,2
3.42E+09,42.94,5,2
3.42E+09,67.08,1,2
3.42E+09,49.88,6,2
3.42E+09,37.35,5,2
3.42E+09,53.29,6,2
3.42E+09,37.04,5,2
3.42E+09,50.28,4,2
3.42E+09,50.96,6,2
3.42E+09,46.38,6,2
3.42E+09,34.79,4,2
3.42E+09,38.92,7,2
3.42E+09,46.54,4,2
3.42E+09,62.24,10,2
3.42E+09,50.96,1,2
3.42E+09,53.23,6,2
3.42E+09,53.89,2,2
3.42E+09,74.41,5,2
3.42E+09,50.85,5,2
3.42E+09,62.67,1,2
3.42E+09,36.33,8,2
3.42E+09,50.48,8,2
3.42E+09,43.32,4,2
3.42E+09,50.78,2,2
3.42E+09,49.62,4,2
3.42E+09,52.6,4,2
3.42E+09,45.29,9,2
3.42E+09,64.98,3,2
3.42E+09,41.82,4,2
3.42E+09,55.3,4,2
3.42E+09,52.57,7,2
3.42E+09,51.53,2,2
3.42E+09,46.71,4,2
3.42E+09,52.3,3,2
3.42E+09,43.69,6,2
3.42E+09,29.7,6,2
3.42E+09,53.59,5,2
3.42E+09,48.51,8,2
3.42E+09,29.01,3,2
3.42E+09,56.14,9,2
3.42E+09,56.83,5,2
3.42E+09,59.93,7,2
3.42E+09,52.72,4,2
3.42E+09,59.63,3,2
3.42E+09,32.63,4,2
3.42E+09,26.62,5,2
3.42E+09,66.95,5,2
3.42E+09,35.24,2,2
3.42E+09,66.96,4,2
3.42E+09,54.87,6,2
3.42E+09,70.04,1,2
3.42E+09,45.11,6,2
3.42E+09,44.77,2,2
3.42E+09,75.68,7,2
3.42E+09,53.45,5,2
3.42E+09,55.01,6,2
3.42E+09,34.24,4,2
3.42E+09,52.42,5,2
3.42E+09,37,5,2
3.42E+09,49.14,6,2
3.42E+09,49.35,6,2
3.42E+09,32.54,8,2
3.42E+09,52.15,4,2
3.42E+09,47.49,5,2
3.42E+09,54.5,5,2
3.42E+09,31.58,6,2
3.42E+09,59.91,7,2
3.42E+09,34.02,6,2
3.42E+09,57.14,2,2
3.42E+09,38.27,8,2
3.42E+09,33.56,7,2
3.42E+09,57.74,4,2
3.42E+09,51.29,5,2
3.42E+09,51.87,4,2
3.42E+09,41.31,5,2
3.42E+09,16.39,8,2
3.42E+09,56.55,5,2
3.42E+09,41,6,2
3.42E+09,31.72,2,2
3.42E+09,63.75,4,2
3.42E+09,67.15,7,2
3.42E+09,33.66,8,2
3.42E+09,40.32,6,2
3.42E+09,52.41,3,2
3.42E+09,56.56,4,2
3.42E+09,50.32,5,2
3.42E+09,50.72,5,2
3.42E+09,25.17,6,2
3.42E+09,45.32,6,2
3.42E+09,45.15,7,2
3.42E+09,38.63,4,2
3.42E+09,63.43,4,2
3.42E+09,32.45,6,2
3.42E+09,34.68,7,2
3.42E+09,49.89,2,2
3.42E+09,66.63,9,2
3.42E+09,34.11,5,2
3.42E+09,56.86,4,2
3.42E+09,46.14,5,2
3.42E+09,69.49,1,2
3.42E+09,67.46,4,2
3.42E+09,37.83,7,2
3.42E+09,52.81,5,2
3.42E+09,35.42,3,2
3.42E+09,48.84,4,2
3.42E+09,58.43,2,2
3.42E+09,37.76,5,2
3.42E+09,29.88,4,2
3.42E+09,49.48,2,2
3.42E+09,36.84,5,2
3.42E+09,53.5,5,2
3.42E+09,48.95,2,2
3.42E+09,51.91,6,2
3.42E+09,72.14,6,2
3.42E+09,51.91,6,2
3.42E+09,32.58,6,2
3.42E+09,52.68,3,2
3.42E+09,58.94,5,2
3.42E+09,63.95,3,2
3.42E+09,36.88,5,2
3.42E+09,57.25,3,2
3.42E+09,44.51,6,2
3.42E+09,58.4,7,2
3.42E+09,38.4,4,2
3.42E+09,44.95,5,2
3.42E+09,47.87,4,2
3.42E+09,35.83,6,2
3.42E+09,24.58,4,2
3.42E+09,48.71,5,2
3.42E+09,56.67,3,2
3.42E+09,48.72,6,2
3.42E+09,47.6,1,2
3.42E+09,55.05,6,2
3.42E+09,62.81,6,2
3.42E+09,50.86,4,2
3.42E+09,51.63,4,2
3.42E+09,27.83,5,2
3.42E+09,50.4,7,2
3.42E+09,53.69,5,2
3.42E+09,48.17,4,2
3.42E+09,38.25,6,2
3.42E+09,54.66,3,2
3.42E+09,42.41,7,2
3.42E+09,52.04,1,2
3.42E+09,67.41,4,2
3.42E+09,50.71,7,2
3.42E+09,48.45,6,2
3.42E+09,58.03,4,2
3.42E+09,64.12,4,2
3.42E+09,41.6,7,2
3.42E+09,42.32,6,2
3.42E+09,69.72,4,2
3.42E+09,60.39,7,2
3.42E+09,57.86,6,2
3.42E+09,58.88,6,2
3.42E+09,54.94,7,2
3.42E+09,48.64,4,2
3.42E+09,69.66,4,2
3.42E+09,55.4,9,2
3.42E+09,42.27,4,2
3.42E+09,58.67,1,2
3.42E+09,58.64,1,2
3.42E+09,49.85,8,2
3.42E+09,37.14,2,2
3.42E+09,33.95,5,2
3.42E+09,40.72,6,2
3.42E+09,56.34,6,2
3.42E+09,72.41,7,2
3.42E+09,48.52,7,2
3.42E+09,68.6,4,2
3.42E+09,61.86,7,2
3.42E+09,52.59,5,2
3.42E+09,50.94,6,2
3.42E+09,58.56,7,2
3.42E+09,62.48,7,2
3.42E+09,27.48,5,2
3.42E+09,37.26,1,2
3.42E+09,70.3,3,2
3.42E+09,42.54,5,2
3.42E+09,54.23,5,2
3.42E+09,52.43,11,2
3.42E+09,54.87,4,2
3.42E+09,33.42,4,2
3.42E+09,67.51,7,2
3.42E+09,52.69,1,2
3.42E+09,55.16,7,2
3.42E+09,52.11,4,2
3.42E+09,54.27,6,2
3.42E+09,56.07,5,2
3.42E+09,46.64,5,2
3.42E+09,39.64,4,2
3.42E+09,43.58,7,2
3.42E+09,54.64,5,2
3.42E+09,39.87,4,2
3.42E+09,52.7,7,2
3.42E+09,45.53,4,2
3.42E+09,50.34,6,2
3.42E+09,53.39,4,2
3.42E+09,44.5,8,2
3.42E+09,62.6,6,2
3.42E+09,53.76,4,2
3.42E+09,54.1,7,2
3.42E+09,56.2,6,2
3.42E+09,49.33,7,2
3.42E+09,72.9,7,2
3.42E+09,45.83,2,2
3.42E+09,57.25,0,2
3.42E+09,66.67,5,2
3.42E+09,34.86,3,2
3.42E+09,51.34,6,2
3.42E+09,49.93,5,2
3.42E+09,49.43,7,2
3.42E+09,49.56,4,2
3.42E+09,64.63,8,2
3.42E+09,68.18,5,2
3.42E+09,56.45,6,2
3.42E+09,35.82,5,2
3.42E+09,51.35,6,2
3.42E+09,48.34,5,2
3.42E+09,45.94,6,2
3.42E+09,42.37,5,2
3.42E+09,60.81,6,2
3.42E+09,36.82,5,2
3.42E+09,47.77,6,2
3.42E+09,59.02,3,2
3.42E+09,60.99,4,2
3.42E+09,63.68,4,2
3.42E+09,40.54,5,2
3.42E+09,47.81,6,2
3.42E+09,49.72,4,2
3.42E+09,58.11,7,2
3.42E+09,60.73,5,2
3.42E+09,47.39,7,2
3.42E+09,63.15,0,2
3.42E+09,71.55,4,2
3.42E+09,55.78,7,2
3.42E+09,44.77,3,2
3.42E+09,36.18,5,2
3.42E+09,55.18,5,2
3.42E+09,67.74,1,2
3.42E+09,59.16,8,2
3.42E+09,55.51,8,2
3.42E+09,40.01,1,2
3.42E+09,49.71,6,2
3.42E+09,56.49,4,2
3.42E+09,55.05,7,2
3.42E+09,57.91,7,2
3.42E+09,50.49,3,2
3.42E+09,56.18,6,2
3.42E+09,51.35,2,2
3.42E+09,48.29,5,2
3.42E+09,30.16,5,2
3.42E+09,57.01,7,2
3.42E+09,42.9,6,2
3.42E+09,64.85,6,2
3.42E+09,61.21,7,2
3.42E+09,31.6,5,2
3.42E+09,43.61,3,2
3.42E+09,35.6,1,2
3.42E+09,55.47,9,2
3.42E+09,37.15,7,2
3.42E+09,48.09,5,2
3.42E+09,49.65,11,2
3.42E+09,31.25,4,2
3.42E+09,54,6,2
3.42E+09,47.68,4,2
3.42E+09,48.19,6,2
3.42E+09,37.64,7,2
3.42E+09,63.66,1,2
3.42E+09,34.94,5,2
3.42E+09,34.41,4,2
3.42E+09,47.46,2,2
3.42E+09,60.78,6,2
3.42E+09,55.58,4,2
3.42E+09,44.49,4,2
3.42E+09,36.07,5,2
3.42E+09,49.26,7,2
3.42E+09,64.9,6,2
3.42E+09,53.25,3,2
3.42E+09,54.25,7,2
3.42E+09,48.47,3,2
3.42E+09,50.56,5,2
3.42E+09,45.67,7,2
3.42E+09,59.67,3,2
3.42E+09,47.77,5,2
3.42E+09,51.2,9,2
3.42E+09,52.57,5,2
3.42E+09,56.52,7,2
3.42E+09,63.71,6,2
3.42E+09,63.72,8,2
3.42E+09,65.08,3,2
3.42E+09,48.42,5,2
3.42E+09,41.08,2,2
3.42E+09,46.2,5,2
3.42E+09,47.74,7,2
3.42E+09,50.78,5,2
3.42E+09,62.3,5,2
3.42E+09,38.42,2,2
3.42E+09,51.55,6,2
3.42E+09,41.31,6,2
3.42E+09,57.2,5,2
3.42E+09,51.97,7,2
3.42E+09,34.74,4,2
3.42E+09,62.81,4,2
3.42E+09,55.97,4,2
3.42E+09,54.99,6,2
3.42E+09,58.13,4,2
3.42E+09,66.86,6,2
3.42E+09,45.03,11,2
3.42E+09,53.54,7,2
3.42E+09,23.2,8,2
3.42E+09,64.13,6,2
3.42E+09,53.11,3,2
3.42E+09,62.58,8,2
3.42E+09,57.68,2,2
3.42E+09,29.13,5,2
3.42E+09,58.83,5,2
3.42E+09,44.83,7,2
3.42E+09,40.46,7,2
3.42E+09,58.92,4,2
3.42E+09,56.04,6,2
3.42E+09,41.14,6,2
3.42E+09,48.35,7,2
3.42E+09,56.17,1,2
3.42E+09,47.57,5,2
3.42E+09,44.22,5,2
3.42E+09,52.85,4,2
3.42E+09,41.15,7,2
3.42E+09,47.82,4,2
3.42E+09,66.89,3,2
3.42E+09,43.25,7,2
3.42E+09,74.47,5,2
3.42E+09,47.43,2,2
3.42E+09,49.34,3,2
3.42E+09,56.37,3,2
3.42E+09,50.64,4,2
3.42E+09,60.36,5,2
3.42E+09,45.74,5,2
3.42E+09,60.32,5,2
3.42E+09,59.08,5,2
3.42E+09,40.87,5,2
3.42E+09,63.55,1,2
3.42E+09,54.65,4,2
3.42E+09,53.47,4,2
3.42E+09,41.7,5,2
3.42E+09,55.76,7,2
3.42E+09,53.33,5,2
3.42E+09,49.58,4,2
3.42E+09,40.9,5,2
3.42E+09,54.32,5,2
3.42E+09,52.11,11,2
3.42E+09,54.34,3,2
3.42E+09,41.75,5,2
3.42E+09,49.19,5,2
3.42E+09,46.8,6,2
3.42E+09,30.97,8,2
3.42E+09,42.42,4,2
3.42E+09,30.31,6,2
3.42E+09,32.95,10,2
3.42E+09,58.13,6,2
3.42E+09,64.32,3,2
3.42E+09,39.93,4,2
3.42E+09,40.63,3,2
3.42E+09,48.81,6,2
3.42E+09,40.34,2,2
3.42E+09,54.29,9,2
3.42E+09,47.92,7,2
3.42E+09,55.11,6,2
3.42E+09,58.93,6,2
3.42E+09,34.04,6,2
3.42E+09,50.3,8,2
3.42E+09,51.38,4,2
3.42E+09,42.02,1,2
3.42E+09,39.33,6,2
3.42E+09,49.76,7,2
3.42E+09,46.96,1,2
3.42E+09,58.61,5,2
3.42E+09,32.53,4,2
3.42E+09,38.94,8,2
3.42E+09,46.81,9,2
3.42E+09,50.56,5,2
3.42E+09,37.57,6,2
3.42E+09,49.86,5,2
3.42E+09,53.57,4,2
3.42E+09,35.15,5,2
3.42E+09,36.91,6,2
3.42E+09,60.04,5,2
3.42E+09,41.25,3,2
3.42E+09,49.53,7,2
3.42E+09,44.54,7,2
3.42E+09,53.61,3,2
3.42E+09,62.81,7,2
3.42E+09,49.22,8,2
3.42E+09,52.34,7,2
3.42E+09,55.11,3,2
3.42E+09,50.03,9,2
3.42E+09,54.39,3,2
3.42E+09,47.56,5,2
3.42E+09,39.39,8,2
3.42E+09,46.85,7,2
3.42E+09,37.68,7,2
3.42E+09,50.56,5,2
3.42E+09,179.22,95,5
3.42E+09,192.34,69,5
3.42E+09,140.25,92,5
3.42E+09,184.28,70,5
3.42E+09,200.58,50,5
3.42E+09,197.99,95,5
3.42E+09,199.81,32,3
3.42E+09,168.45,70,5
3.42E+09,197.87,74,5
3.42E+09,172.08,87,5
3.42E+09,164.31,45,5
3.42E+09,162.56,56,5
3.42E+09,165.2,74,5
3.42E+09,211.36,5,3
3.42E+09,157.51,59,5
3.42E+09,208.47,26,3
3.42E+09,180.95,85,5
3.42E+09,167.83,70,5
3.42E+09,144.23,49,5
3.42E+09,163.82,79,5
3.42E+09,186.28,4,3
3.42E+09,182.21,72,5
3.42E+09,149.08,78,5
3.42E+09,171.83,50,5
3.42E+09,212.8,51,5
3.42E+09,185.3,49,5
3.42E+09,170.11,49,5
3.42E+09,175.82,80,5
3.42E+09,234.52,88,5
3.42E+09,164.03,86,5
3.42E+09,200.77,79,5
3.42E+09,168.47,56,5
3.42E+09,184.79,89,5
3.42E+09,158.61,71,5
3.42E+09,192.11,68,5
3.42E+09,176.49,82,5
3.42E+09,190.97,76,5
3.42E+09,175.93,53,5
3.42E+09,157.99,44,5
3.42E+09,197.56,57,5
3.42E+09,140.32,56,5
3.42E+09,162.56,23,3
3.42E+09,181.12,58,5
3.42E+09,197.26,76,5
3.42E+09,156.85,58,5
3.42E+09,164.13,99,5
3.42E+09,187.37,86,5
3.42E+09,174.32,28,3
3.42E+09,145.21,96,5
3.42E+09,178.05,29,3
3.42E+09,183.7,74,5
3.42E+09,121.07,57,5
3.42E+09,171.16,51,5
3.42E+09,148,66,5
3.42E+09,162.93,75,5
3.42E+09,163.17,91,5
3.42E+09,184.96,65,5
3.42E+09,178.28,71,5
3.42E+09,190.13,52,5
3.42E+09,167.55,70,5
3.42E+09,176.01,70,5
3.42E+09,157.02,21,3
3.42E+09,173.72,84,5
3.42E+09,224.47,52,5
3.42E+09,219.46,75,5
3.42E+09,156.79,46,5
3.42E+09,193.01,43,5
3.42E+09,191.2,70,5
3.42E+09,183.98,61,5
3.42E+09,181.04,58,5
3.42E+09,192.37,99,5
3.42E+09,185.03,41,5
3.42E+09,202.94,80,5
3.42E+09,178.47,99,5
3.42E+09,213.93,47,5
3.42E+09,188.36,63,5
3.42E+09,164.08,71,5
3.42E+09,173.91,75,5
3.42E+09,175.29,34,3
3.42E+09,208.65,45,5
3.42E+09,212.49,25,3
3.42E+09,183.78,56,5
3.42E+09,162.3,74,5
3.42E+09,164.83,53,5
3.42E+09,172.53,76,5
3.42E+09,179.26,79,5
3.42E+09,187.12,99,5
3.42E+09,191.47,93,5
3.42E+09,202.02,38,3
3.42E+09,188.06,75,5
3.42E+09,201.54,90,5
3.42E+09,165.23,57,5
3.42E+09,183.92,29,3
3.42E+09,166.22,77,5
3.42E+09,167.75,41,5
3.42E+09,219.54,39,3
3.42E+09,209.43,64,5
3.42E+09,145.28,91,5
3.42E+09,185.5,67,5
3.42E+09,168.77,55,5
3.42E+09,174.41,36,3
3.42E+09,169.45,67,5
3.42E+09,159.2,46,5
3.42E+09,184.76,56,5
3.42E+09,228.21,61,5
3.42E+09,151.81,67,5
3.42E+09,158.47,100,5
3.42E+09,186.03,65,5
3.42E+09,169.85,99,5
3.42E+09,154.52,51,5
3.42E+09,198.3,99,5
3.42E+09,149.71,78,5
3.42E+09,182.53,99,5
3.42E+09,204.62,38,3
3.42E+09,224.94,27,3
3.42E+09,177.2,87,5
3.42E+09,182.4,83,5
3.42E+09,189.88,97,5
3.42E+09,214.17,73,5
3.42E+09,159.8,58,5
3.42E+09,150.8,8,3
3.42E+09,149.55,7,3
3.42E+09,154.72,19,3
3.42E+09,188.1,15,3
3.42E+09,151.59,4,3
3.42E+09,209.27,11,3
3.42E+09,184.26,7,3
3.42E+09,184.77,15,3
3.42E+09,168.27,14,3
3.42E+09,178.52,17,3
3.42E+09,190.16,12,3
3.42E+09,176.3,18,3
3.42E+09,195.01,10,3
3.42E+09,176.1,5,3
3.42E+09,186.4,19,3
3.42E+09,158.63,13,3
3.42E+09,190.1,6,3
3.42E+09,198.1,3,3
3.42E+09,165.93,1,3
3.42E+09,162.35,13,3
3.42E+09,203.98,11,3
3.42E+09,177.21,16,3
3.42E+09,192.25,12,3
3.42E+09,164.47,7,3
3.42E+09,210.88,12,3
3.42E+09,171.76,12,3
3.42E+09,180.06,8,3
3.42E+09,166.36,1,3
3.42E+09,203.85,12,3
3.42E+09,200.37,1,3
3.42E+09,149.51,10,3
3.42E+09,180.26,15,3
3.42E+09,203.91,12,3
3.42E+09,203.13,11,3
3.42E+09,139.35,6,3
3.42E+09,158.88,20,3
3.42E+09,194.37,15,3
3.42E+09,170.38,16,3
3.42E+09,179.61,15,3
3.42E+09,221.45,3,3
3.42E+09,181.05,4,3
3.42E+09,179.97,0,3
3.42E+09,192.78,7,3
3.42E+09,174.71,9,3
3.42E+09,168.64,5,3
3.42E+09,156.17,17,3
3.42E+09,186.51,15,3
3.42E+09,173.21,14,3
3.42E+09,166.02,12,3
3.42E+09,159.14,8,3
3.42E+09,207.13,13,3
3.42E+09,183.67,14,3
3.42E+09,171.29,14,3
3.42E+09,200.64,10,3
3.42E+09,179.25,12,3
3.42E+09,177.43,10,3
3.42E+09,180.8,9,3
3.42E+09,166.45,17,3
3.42E+09,156.41,10,3
3.42E+09,172.5,5,3
3.42E+09,158.02,8,3
3.42E+09,179.76,8,3
3.42E+09,163.26,13,3
3.42E+09,177.75,12,3
3.42E+09,184.44,5,3
3.42E+09,187.98,15,3
3.42E+09,146.8,18,3
3.42E+09,196.9,1,3
3.42E+09,171.24,1,3
3.42E+09,220.23,2,3
3.42E+09,200.41,7,3
3.42E+09,207.52,10,3
3.42E+09,183.1,14,3
3.42E+09,175.04,10,3
3.42E+09,173.26,19,3
3.42E+09,159.7,11,3
3.42E+09,175.37,18,3
3.42E+09,198.44,3,3
3.42E+09,168.76,5,3
3.42E+09,165.87,3,3
3.42E+09,145.73,9,3
3.42E+09,179.68,0,3
3.42E+09,184.94,11,3
3.42E+09,227.52,7,3
3.42E+09,149.36,9,3
3.42E+09,182.32,15,3
3.42E+09,200.6,18,3
3.42E+09,183.21,13,3
3.42E+09,195.43,9,3
3.42E+09,185.17,4,3
3.42E+09,179.33,5,3
3.42E+09,196.17,12,3
3.42E+09,183.14,9,3
3.42E+09,156.71,17,3
3.42E+09,174.79,10,3
3.42E+09,174.48,4,3
3.42E+09,220.39,7,3
3.42E+09,189.07,4,3
3.42E+09,152.64,16,3
3.42E+09,185.33,8,3
3.42E+09,176.88,7,3
3.42E+09,171.65,15,3
3.42E+09,166.33,8,3
3.42E+09,163.94,0,3
3.42E+09,192.77,14,3
3.42E+09,206.13,9,3
3.42E+09,173.2,16,3
3.42E+09,171.41,12,3
3.42E+09,202.04,7,3
3.42E+09,168.84,7,3
3.42E+09,178.48,7,3
3.42E+09,188.51,13,3
3.42E+09,187.13,19,3
3.42E+09,192.89,15,3
3.42E+09,163.5,9,3
3.42E+09,174.78,14,3
3.42E+09,182.67,9,3
3.42E+09,193.88,9,3
3.42E+09,147.55,12,3
3.42E+09,182.63,12,3
3.42E+09,169.78,15,3
3.42E+09,225.68,2,3
3.42E+09,206.08,15,3
3.42E+09,154.75,13,3
3.42E+09,165.07,8,3
3.42E+09,197.07,14,3
3.42E+09,183.97,11,3
3.42E+09,165.07,4,3
3.42E+09,213.82,7,3
3.42E+09,155.84,13,3
3.42E+09,188.57,9,3
3.42E+09,199.02,9,3
3.42E+09,189.61,16,3
3.42E+09,178.34,9,3
3.42E+09,187.46,7,3
3.42E+09,193.3,7,3
3.42E+09,169.02,4,3
3.42E+09,165.71,6,3
3.42E+09,169.48,1,3
3.42E+09,174.91,12,3
3.42E+09,171.99,13,3
3.42E+09,179.52,8,3
3.42E+09,172.02,14,3
3.42E+09,161.32,9,3
3.42E+09,164.26,11,3
3.42E+09,206.47,21,3
3.42E+09,158.71,9,3
3.42E+09,207.08,4,3
3.42E+09,177.63,7,3
3.42E+09,193.4,12,3
3.42E+09,190.06,19,3
3.42E+09,171.15,5,3
3.42E+09,198.13,16,3
3.42E+09,160.23,4,3
3.42E+09,167.46,14,3
3.42E+09,195.66,4,3
3.42E+09,175.16,13,3
3.42E+09,194.29,10,3
3.42E+09,188.86,6,3
3.42E+09,182.61,10,3
3.42E+09,180.45,4,3
3.42E+09,191.98,10,3
3.42E+09,184.19,14,3
3.42E+09,211.8,9,3
3.42E+09,199.29,21,3
3.42E+09,201.79,1,3
3.42E+09,187.37,14,3
3.42E+09,215.94,8,3
3.42E+09,182.43,9,3
3.42E+09,210.69,2,3
3.42E+09,212.54,13,3
3.42E+09,205.43,7,3
3.42E+09,185.52,16,3
3.42E+09,188.19,3,3
3.42E+09,179.74,11,3
3.42E+09,217.21,8,3
3.42E+09,170.23,13,3
3.42E+09,180.18,11,3
3.42E+09,191.03,1,3
3.42E+09,199.33,9,3
3.42E+09,206.15,14,3
3.42E+09,170.85,16,3
3.42E+09,137.67,4,3
3.42E+09,197.27,14,3
3.42E+09,148.83,1,3
3.42E+09,181.67,8,3
3.42E+09,166.1,18,3
3.42E+09,185.73,3,3
3.42E+09,184.66,8,3
3.42E+09,175.8,7,3
3.42E+09,189.2,4,3
3.42E+09,205.78,9,3
3.42E+09,156.87,16,3
3.42E+09,185.54,8,3
3.42E+09,186.14,11,3
3.42E+09,183.3,16,3
3.42E+09,190.39,13,3
3.42E+09,166.15,11,3
3.42E+09,162.71,10,3
3.42E+09,189.62,8,3
3.42E+09,212.42,7,3
3.42E+09,186.3,9,3
3.42E+09,152.55,17,3
3.42E+09,174.29,10,3
3.42E+09,146.35,16,3
3.42E+09,134.81,20,3
3.42E+09,191.22,8,3
3.42E+09,187.7,17,3
3.42E+09,219.29,17,3
3.42E+09,206.59,10,3
3.42E+09,218.79,8,3
3.42E+09,171.7,14,3
3.42E+09,168.33,10,3
3.42E+09,160.71,11,3
3.42E+09,217.76,4,3
3.42E+09,140.49,7,3
3.42E+09,170.73,11,3
3.42E+09,196.13,17,3
3.42E+09,170.58,22,3
3.42E+09,160.52,19,3
3.42E+09,181.77,18,3
3.42E+09,195.7,12,3
3.42E+09,159.86,9,3
3.42E+09,162.96,22,3
3.42E+09,177.53,4,3
3.42E+09,179.4,2,3
3.42E+09,156.38,6,3
3.42E+09,196.12,8,3
3.42E+09,204.96,7,3
3.42E+09,184.1,19,3
3.42E+09,186.88,9,3
3.42E+09,193.86,6,3
3.42E+09,171.51,8,3
3.42E+09,169.25,9,3
3.42E+09,155.86,6,3
3.42E+09,176.54,3,3
3.42E+09,168.36,13,3
3.42E+09,149.91,5,3
3.42E+09,189.38,6,3
3.42E+09,194.15,12,3
3.42E+09,186.47,10,3
3.42E+09,185.5,13,3
3.42E+09,186.69,15,3
3.42E+09,179.23,6,3
3.42E+09,158.05,8,3
3.42E+09,189.13,6,3
3.42E+09,181.82,6,3
3.42E+09,150.31,14,3
3.42E+09,177.95,8,3
3.42E+09,160.49,6,3
3.42E+09,184.62,6,3
3.42E+09,197.02,8,3
3.42E+09,184.32,11,3
3.42E+09,195.47,14,3
3.42E+09,191.27,8,3
3.42E+09,208.19,17,3
3.42E+09,178.37,6,3
3.42E+09,169.24,4,3
3.42E+09,166.62,14,3
3.42E+09,189.78,17,3
3.42E+09,145.39,15,3
3.42E+09,164.47,10,3
3.42E+09,163.39,6,3
3.42E+09,159.11,15,3
3.42E+09,169.56,17,3
3.42E+09,188.25,18,3
3.42E+09,184.12,7,3
3.42E+09,199.37,7,3
3.42E+09,175.81,8,3
3.42E+09,175.06,9,3
3.42E+09,190.85,9,3
3.42E+09,188.89,1,3
3.42E+09,192.77,14,3
3.42E+09,179.24,7,3
3.42E+09,170.86,7,3
3.42E+09,171.29,19,3
3.42E+09,168.9,5,3
3.42E+09,161.76,5,3
3.42E+09,169.54,12,3
3.42E+09,173.72,10,3
3.42E+09,180.98,8,3
3.42E+09,181.89,17,3
3.42E+09,172.85,13,3
3.42E+09,244.79,9,3
3.42E+09,176.79,8,3
3.42E+09,148.44,7,3
3.42E+09,216.66,9,3
3.42E+09,161.14,10,3
3.42E+09,183.38,3,3
3.42E+09,175.29,11,3
3.42E+09,167.02,10,3
3.42E+09,234.09,7,3
3.42E+09,168.98,14,3
3.42E+09,242.37,15,3
3.42E+09,160.78,11,3
3.42E+09,190.56,11,3
3.42E+09,195.33,14,3
3.42E+09,196.23,4,3
3.42E+09,209.76,15,3
3.42E+09,172.78,5,3
3.42E+09,201.99,15,3
3.42E+09,162.56,13,3
3.42E+09,191.81,7,3
3.42E+09,170.72,1,3
3.42E+09,189.45,21,3
3.42E+09,189.77,16,3
3.42E+09,201.69,14,3
3.42E+09,191.59,12,3
3.42E+09,154.93,14,3
3.42E+09,149.19,16,3
3.42E+09,165.07,12,3
3.42E+09,156.57,7,3
3.42E+09,162.34,9,3
3.42E+09,177.82,12,3
3.42E+09,205.07,15,3
3.42E+09,155.83,10,3
3.42E+09,181.53,13,3
3.42E+09,195.87,3,3
3.42E+09,170.3,6,3
3.42E+09,167.89,15,3
3.42E+09,187.17,7,3
3.42E+09,153.81,18,3
3.42E+09,164.53,7,3
3.42E+09,174.81,13,3
3.42E+09,152.1,10,3
3.42E+09,157.26,18,3
3.42E+09,203.03,10,3
3.42E+09,172.78,8,3
3.42E+09,164.95,11,3
3.42E+09,182.99,5,3
3.42E+09,170.9,0,3
3.42E+09,150.57,15,3
3.42E+09,187.45,4,3
3.42E+09,135.98,14,3
3.42E+09,187.55,5,3
3.42E+09,241.71,22,3
3.42E+09,168.04,12,3
3.42E+09,156.01,14,3
3.42E+09,189.75,9,3
3.42E+09,178.42,3,3
3.42E+09,211.26,6,3
3.42E+09,171.7,12,3
3.42E+09,145.07,6,3
3.42E+09,194.55,6,3
3.42E+09,157.26,10,3
3.42E+09,153.34,9,3
3.42E+09,193.78,6,3
3.42E+09,200.72,20,3
3.42E+09,193.21,14,3
3.42E+09,176.23,16,3
3.42E+09,172.11,12,3
3.42E+09,193.31,8,3
3.42E+09,174.3,12,3
3.42E+09,164.4,10,3
3.42E+09,162.68,5,3
3.42E+09,173.55,3,3
3.42E+09,172.15,8,3
3.42E+09,202.84,17,3
3.42E+09,197.95,10,3
3.42E+09,167.21,5,3
3.42E+09,136.52,13,3
3.42E+09,199.92,0,3
3.42E+09,152.09,24,3
3.42E+09,170.87,15,3
3.42E+09,137.16,16,3
3.42E+09,164.38,8,3
3.42E+09,212.41,12,3
3.42E+09,163.36,15,3
3.42E+09,158.31,4,3
3.42E+09,162.26,14,3
3.42E+09,211.99,6,3
3.42E+09,160.26,20,3
3.42E+09,228.96,13,3
3.42E+09,182.69,11,3
3.42E+09,162.8,11,3
3.42E+09,193.58,16,3
3.42E+09,161.26,10,3
3.42E+09,201.12,19,3
3.42E+09,181.35,13,3
3.42E+09,168.64,9,3
3.42E+09,175.58,9,3
3.42E+09,160.2,9,3
3.42E+09,192.22,6,3
3.42E+09,197.6,10,3
3.42E+09,189.82,7,3
3.42E+09,205.8,13,3
3.42E+09,193.33,12,3
3.42E+09,132.03,15,3
3.42E+09,190.33,14,3
3.42E+09,173.9,11,3
3.42E+09,179.11,6,3
3.42E+09,209.64,7,3
3.42E+09,161.9,15,3
3.42E+09,166.62,9,3
3.42E+09,161.64,10,3
3.42E+09,162.9,10,3
3.42E+09,178.88,10,3
3.42E+09,171.97,12,3
3.42E+09,179.56,17,3
3.42E+09,188.59,16,3
3.42E+09,151.09,13,3
3.42E+09,194.87,8,3
3.42E+09,200.21,5,3
3.42E+09,196.39,6,3
3.42E+09,193.05,11,3
3.42E+09,183.61,6,3
3.42E+09,166.8,8,3
3.42E+09,190.45,14,3
